2026-03-20 09:41:12,632 | INFO | __main__ | Логгер запущен
2026-03-26 15:58:46,710 | INFO | src.ingestion.cleaner | Questions и answers объединены.
2026-03-26 15:58:46,711 | INFO | src.ingestion.cleaner | Columns questions и answers: Index(['question_id', 'question_score', 'title', 'Body_question', 'answer_id',
       'answer_score', 'Body_answer'],
      dtype='object')
2026-03-26 15:58:46,713 | INFO | src.ingestion.cleaner | Columns tags: Index(['question_id', 'tags'], dtype='object')
2026-03-26 15:58:46,724 | INFO | src.ingestion.cleaner | Columns aggregation tags: Index(['question_id', 'tags'], dtype='object')
2026-03-26 15:58:46,726 | INFO | src.ingestion.cleaner | Questions, answers и tags объединены.
2026-03-26 15:58:46,727 | INFO | src.ingestion.cleaner | Columns questions, answers и tags: Index(['question_id', 'question_score', 'title', 'Body_question', 'answer_id',
       'answer_score', 'Body_answer', 'tags'],
      dtype='object')
2026-03-26 15:58:46,733 | INFO | src.ingestion.cleaner | Оставлен только лучший ответ.
2026-03-26 15:58:46,763 | INFO | src.pipeline_loader | После preprocess: 63 строк
2026-03-26 15:58:46,764 | INFO | src.pipeline_loader | Шаг 3: Чанкинг
2026-03-26 15:58:46,876 | ERROR | src.core.config | Ошибка при выполнении функции 'run' за 0.2143 секунд. Ошибка: 'Id_question'
Traceback (most recent call last):
  File "c:\Users\46120\Desktop\RAG\venv\Lib\site-packages\pandas\core\indexes\base.py", line 3805, in get_loc
    return self._engine.get_loc(casted_key)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "index.pyx", line 167, in pandas._libs.index.IndexEngine.get_loc
  File "index.pyx", line 196, in pandas._libs.index.IndexEngine.get_loc
  File "pandas\\_libs\\hashtable_class_helper.pxi", line 7081, in pandas._libs.hashtable.PyObjectHashTable.get_item
  File "pandas\\_libs\\hashtable_class_helper.pxi", line 7089, in pandas._libs.hashtable.PyObjectHashTable.get_item
KeyError: 'Id_question'

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "c:\Users\46120\Desktop\RAG\src\core\config.py", line 77, in wrapper
    result = func(*args, **kwargs)
             ^^^^^^^^^^^^^^^^^^^^^
  File "c:\Users\46120\Desktop\RAG\src\pipeline_loader.py", line 36, in run
    data = self.chunker.build_chunks_df(data)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "c:\Users\46120\Desktop\RAG\src\ingestion\chunker.py", line 40, in build_chunks_df
    "chunk_id": f"q{row['Id_question']}_a{row['Id_answer']}_c{idx}",
                    ~~~^^^^^^^^^^^^^^^
  File "c:\Users\46120\Desktop\RAG\venv\Lib\site-packages\pandas\core\series.py", line 1121, in __getitem__
    return self._get_value(key)
           ^^^^^^^^^^^^^^^^^^^^
  File "c:\Users\46120\Desktop\RAG\venv\Lib\site-packages\pandas\core\series.py", line 1237, in _get_value
    loc = self.index.get_loc(label)
          ^^^^^^^^^^^^^^^^^^^^^^^^^
  File "c:\Users\46120\Desktop\RAG\venv\Lib\site-packages\pandas\core\indexes\base.py", line 3812, in get_loc
    raise KeyError(key) from err
KeyError: 'Id_question'
2026-03-26 16:05:01,867 | INFO | __main__ | Логгер запущен
2026-03-26 16:05:01,881 | INFO | src.generation.llm_client | Загрузка LLM-модели: google/flan-t5-large
2026-03-26 16:05:05,047 | INFO | src.generation.llm_client | LLM загружена на устройство: cuda
2026-03-26 16:05:05,059 | INFO | src.pipeline_loader | Шаг 1: Загрузка данных
2026-03-26 16:05:05,060 | INFO | src.ingestion.data_loader | Начало загрузки входных данных
2026-03-26 16:05:05,060 | INFO | src.ingestion.data_loader | Загрузка данных из data/raw/Questions.csv.
2026-03-26 16:05:05,061 | INFO | src.ingestion.csv_loader | Чтение заголовка файла: data/raw/Questions.csv
2026-03-26 16:05:05,067 | INFO | src.ingestion.csv_loader | Загрузка файла data/raw/Questions.csv. Колонок для чтения: 4. Ограничение строк: 200.
2026-03-26 16:05:05,072 | INFO | src.ingestion.csv_loader | Данные из файла data/raw/Questions.csv успешно загружены, 200 строк.
2026-03-26 16:05:05,073 | INFO | src.ingestion.data_loader | Получено 200 строк.
2026-03-26 16:05:05,074 | INFO | src.ingestion.data_loader | Загрузка данных из data/raw/Answers.csv.
2026-03-26 16:05:05,075 | INFO | src.ingestion.csv_loader | Чтение заголовка файла: data/raw/Answers.csv
2026-03-26 16:05:05,079 | INFO | src.ingestion.csv_loader | Загрузка файла data/raw/Answers.csv. Колонок для чтения: 4. Ограничение строк: 200.
2026-03-26 16:05:05,084 | INFO | src.ingestion.csv_loader | Данные из файла data/raw/Answers.csv успешно загружены, 200 строк.
2026-03-26 16:05:05,085 | INFO | src.ingestion.data_loader | Получено 200 строк.
2026-03-26 16:05:05,087 | INFO | src.ingestion.data_loader | Загрузка данных из data/raw/Tags.csv.
2026-03-26 16:05:05,088 | INFO | src.ingestion.csv_loader | Чтение заголовка файла: data/raw/Tags.csv
2026-03-26 16:05:05,091 | INFO | src.ingestion.csv_loader | Загрузка файла data/raw/Tags.csv. Колонок для чтения: 2. Ограничение строк: 200.
2026-03-26 16:05:05,095 | INFO | src.ingestion.csv_loader | Данные из файла data/raw/Tags.csv успешно загружены, 200 строк.
2026-03-26 16:05:05,095 | INFO | src.ingestion.data_loader | Получено 200 строк.
2026-03-26 16:05:05,097 | INFO | src.ingestion.data_loader | Загрузка всех входных данных завершена успешно
2026-03-26 16:05:05,098 | INFO | src.core.config | Время выполнения функции 'load_data': 0.0378 секунд
2026-03-26 16:05:05,098 | INFO | src.pipeline_loader | Шаг 2: Предобработка
2026-03-26 16:05:05,099 | INFO | src.ingestion.cleaner | Columns questions: Index(['question_id', 'Score', 'title', 'Body_question'], dtype='object')
2026-03-26 16:05:05,100 | INFO | src.ingestion.cleaner | Columns answers: Index(['answer_id', 'question_id', 'Score', 'Body_answer'], dtype='object')
2026-03-26 16:05:05,104 | INFO | src.ingestion.cleaner | Questions и answers объединены.
2026-03-26 16:05:05,105 | INFO | src.ingestion.cleaner | Columns questions и answers: Index(['question_id', 'question_score', 'title', 'Body_question', 'answer_id',
       'answer_score', 'Body_answer'],
      dtype='object')
2026-03-26 16:05:05,106 | INFO | src.ingestion.cleaner | Columns tags: Index(['question_id', 'tags'], dtype='object')
2026-03-26 16:05:05,117 | INFO | src.ingestion.cleaner | Columns aggregation tags: Index(['question_id', 'tags'], dtype='object')
2026-03-26 16:05:05,120 | INFO | src.ingestion.cleaner | Questions, answers и tags объединены.
2026-03-26 16:05:05,120 | INFO | src.ingestion.cleaner | Columns questions, answers и tags: Index(['question_id', 'question_score', 'title', 'Body_question', 'answer_id',
       'answer_score', 'Body_answer', 'tags'],
      dtype='object')
2026-03-26 16:05:05,123 | INFO | src.ingestion.cleaner | Оставлен только лучший ответ.
2026-03-26 16:05:05,161 | INFO | src.pipeline_loader | После preprocess: 63 строк
2026-03-26 16:05:05,162 | INFO | src.pipeline_loader | Шаг 3: Чанкинг
2026-03-26 16:05:05,244 | INFO | src.pipeline_loader | Всего чанков: 76
2026-03-26 16:05:05,246 | INFO | src.pipeline_loader | Шаг 4: Генерация эмбеддингов
2026-03-26 16:05:05,818 | INFO | src.pipeline_loader | Pipeline завершён
2026-03-26 16:05:05,818 | INFO | src.core.config | Время выполнения функции 'run': 0.7592 секунд
2026-03-26 16:05:05,903 | INFO | src.indexing.vector_store | Получено строк: 76
2026-03-26 16:05:05,904 | INFO | src.indexing.vector_store | Все необходимые колонки присутствуют
2026-03-26 16:07:37,708 | INFO | __main__ | Логгер запущен
2026-03-26 16:07:37,744 | INFO | src.generation.llm_client | Загрузка LLM-модели: google/flan-t5-large
2026-03-26 16:07:44,065 | INFO | src.generation.llm_client | LLM загружена на устройство: cuda
2026-03-26 16:07:44,108 | INFO | src.pipeline_loader | Шаг 1: Загрузка данных
2026-03-26 16:07:44,110 | INFO | src.ingestion.data_loader | Начало загрузки входных данных
2026-03-26 16:07:44,112 | INFO | src.ingestion.data_loader | Загрузка данных из data/raw/Questions.csv.
2026-03-26 16:07:44,113 | INFO | src.ingestion.csv_loader | Чтение заголовка файла: data/raw/Questions.csv
2026-03-26 16:07:44,141 | INFO | src.ingestion.csv_loader | Загрузка файла data/raw/Questions.csv. Колонок для чтения: 4. Ограничение строк: 200.
2026-03-26 16:07:44,153 | INFO | src.ingestion.csv_loader | Данные из файла data/raw/Questions.csv успешно загружены, 200 строк.
2026-03-26 16:07:44,154 | INFO | src.ingestion.data_loader | Получено 200 строк.
2026-03-26 16:07:44,156 | INFO | src.ingestion.data_loader | Загрузка данных из data/raw/Answers.csv.
2026-03-26 16:07:44,157 | INFO | src.ingestion.csv_loader | Чтение заголовка файла: data/raw/Answers.csv
2026-03-26 16:07:44,167 | INFO | src.ingestion.csv_loader | Загрузка файла data/raw/Answers.csv. Колонок для чтения: 4. Ограничение строк: 200.
2026-03-26 16:07:44,177 | INFO | src.ingestion.csv_loader | Данные из файла data/raw/Answers.csv успешно загружены, 200 строк.
2026-03-26 16:07:44,179 | INFO | src.ingestion.data_loader | Получено 200 строк.
2026-03-26 16:07:44,180 | INFO | src.ingestion.data_loader | Загрузка данных из data/raw/Tags.csv.
2026-03-26 16:07:44,181 | INFO | src.ingestion.csv_loader | Чтение заголовка файла: data/raw/Tags.csv
2026-03-26 16:07:44,189 | INFO | src.ingestion.csv_loader | Загрузка файла data/raw/Tags.csv. Колонок для чтения: 2. Ограничение строк: 200.
2026-03-26 16:07:44,198 | INFO | src.ingestion.csv_loader | Данные из файла data/raw/Tags.csv успешно загружены, 200 строк.
2026-03-26 16:07:44,200 | INFO | src.ingestion.data_loader | Получено 200 строк.
2026-03-26 16:07:44,206 | INFO | src.ingestion.data_loader | Загрузка всех входных данных завершена успешно
2026-03-26 16:07:44,208 | INFO | src.core.config | Время выполнения функции 'load_data': 0.0975 секунд
2026-03-26 16:07:44,210 | INFO | src.pipeline_loader | Шаг 2: Предобработка
2026-03-26 16:07:44,211 | INFO | src.ingestion.cleaner | Columns questions: Index(['question_id', 'Score', 'title', 'Body_question'], dtype='object')
2026-03-26 16:07:44,211 | INFO | src.ingestion.cleaner | Columns answers: Index(['answer_id', 'question_id', 'Score', 'Body_answer'], dtype='object')
2026-03-26 16:07:44,226 | INFO | src.ingestion.cleaner | Questions и answers объединены.
2026-03-26 16:07:44,228 | INFO | src.ingestion.cleaner | Columns questions и answers: Index(['question_id', 'question_score', 'title', 'Body_question', 'answer_id',
       'answer_score', 'Body_answer'],
      dtype='object')
2026-03-26 16:07:44,231 | INFO | src.ingestion.cleaner | Columns tags: Index(['question_id', 'tags'], dtype='object')
2026-03-26 16:07:44,254 | INFO | src.ingestion.cleaner | Columns aggregation tags: Index(['question_id', 'tags'], dtype='object')
2026-03-26 16:07:44,260 | INFO | src.ingestion.cleaner | Questions, answers и tags объединены.
2026-03-26 16:07:44,262 | INFO | src.ingestion.cleaner | Columns questions, answers и tags: Index(['question_id', 'question_score', 'title', 'Body_question', 'answer_id',
       'answer_score', 'Body_answer', 'tags'],
      dtype='object')
2026-03-26 16:07:44,268 | INFO | src.ingestion.cleaner | Оставлен только лучший ответ.
2026-03-26 16:07:44,329 | INFO | src.pipeline_loader | После preprocess: 63 строк
2026-03-26 16:07:44,330 | INFO | src.pipeline_loader | Шаг 3: Чанкинг
2026-03-26 16:07:44,513 | INFO | src.pipeline_loader | Всего чанков: 76
2026-03-26 16:07:44,516 | INFO | src.pipeline_loader | Шаг 4: Генерация эмбеддингов
2026-03-26 16:07:45,796 | INFO | src.pipeline_loader | Pipeline завершён
2026-03-26 16:07:45,797 | INFO | src.core.config | Время выполнения функции 'run': 1.6893 секунд
2026-03-26 16:07:45,896 | INFO | src.indexing.vector_store | Получено строк: 76
2026-03-26 16:07:45,897 | INFO | src.indexing.vector_store | Все необходимые колонки присутствуют
2026-03-26 16:09:15,031 | INFO | __main__ | Логгер запущен
2026-03-26 16:09:15,055 | INFO | src.generation.llm_client | Загрузка LLM-модели: google/flan-t5-large
2026-03-26 16:09:19,392 | INFO | src.generation.llm_client | LLM загружена на устройство: cuda
2026-03-26 16:09:19,407 | INFO | src.pipeline_loader | Шаг 1: Загрузка данных
2026-03-26 16:09:19,408 | INFO | src.ingestion.data_loader | Начало загрузки входных данных
2026-03-26 16:09:19,408 | INFO | src.ingestion.data_loader | Загрузка данных из data/raw/Questions.csv.
2026-03-26 16:09:19,409 | INFO | src.ingestion.csv_loader | Чтение заголовка файла: data/raw/Questions.csv
2026-03-26 16:09:19,420 | INFO | src.ingestion.csv_loader | Загрузка файла data/raw/Questions.csv. Колонок для чтения: 4. Ограничение строк: 200.
2026-03-26 16:09:19,429 | INFO | src.ingestion.csv_loader | Данные из файла data/raw/Questions.csv успешно загружены, 200 строк.
2026-03-26 16:09:19,430 | INFO | src.ingestion.data_loader | Получено 200 строк.
2026-03-26 16:09:19,431 | INFO | src.ingestion.data_loader | Загрузка данных из data/raw/Answers.csv.
